Estado civil,Migración,Sexo,Edad en la matrícula,Extranjero,Necesidades educativas especiales,Moroso,Pago de matrícula en día,Becado,Tasa de desempleo,Tasa de inflación,PIB,Curso,Período,Calificación previa,disciplinas 1º semestre (creditadas),disciplinas 1º semestre (matriculadas),disciplinas 1º semestre (evaluaciones),disciplinas 1º semestre (aprobadas),disciplinas 1º semestre (notas),disciplinas 1º semestre (sin evaluaciones),disciplinas 2º semestre (creditadas),disciplinas 2º semestre (matriculadas),disciplinas 2º semestre (evaluaciones),disciplinas 2º semestre (aprobadas),disciplinas 2º semestre (notas),disciplinas 2º semestre (sin evaluaciones),Target
Soltero,Sí,Femenino,19,No,No,No,Sí,No,13.9,-0.3,0.79,Enfermería,Diurno,Educación secundaria,0,7,8,5.0,3.5,0,0,7,7,0.0,0.0,0,Desertor
Soltero,No,Femenino,20,No,No,No,Sí,No,7.6,2.6,0.32,Servicio Social,Diurno,Educación secundaria,5,9,15,9.0,2.9,0,2,7,8,7.0,2.9,0,Graduado
Soltero,No,Femenino,19,No,No,Sí,No,Sí,12.4,0.5,1.79,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,6,7,5.0,3.0,0,0,6,9,4.0,3.1,0,Desertor
Soltero,Sí,Femenino,20,No,No,No,Sí,No,7.6,2.6,0.32,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,5,7,4.0,3.0,0,0,5,5,4.0,2.9,0,Graduado
Soltero,No,Femenino,18,No,No,Sí,Sí,Sí,8.9,1.4,3.51,Periodismo y Comunicación,Diurno,Educación secundaria,0,6,6,6.0,3.7,0,0,6,6,6.0,3.7,0,Graduado
Soltero,No,Femenino,20,No,No,No,Sí,Sí,11.1,0.6,2.02,Enfermería,Diurno,Educación secundaria,0,7,9,5.0,3.3,0,0,8,9,7.0,3.2,0,Matriculado
Soltero,No,Femenino,18,No,No,No,Sí,No,13.9,-0.3,0.79,Enfermería,Diurno,Educación secundaria,0,7,8,7.0,4.3,0,0,8,8,8.0,4.4,0,Graduado
Soltero,Sí,Femenino,19,No,No,No,Sí,No,7.6,2.6,0.32,Enfermería,Diurno,Educación secundaria,0,7,7,6.0,3.2,0,0,7,7,6.0,3.2,0,Graduado
Soltero,Sí,Femenino,19,No,No,No,Sí,Sí,12.4,0.5,1.79,Periodismo y Comunicación,Diurno,Educación secundaria,0,6,8,6.0,3.2,0,0,6,10,5.0,3.0,0,Graduado
Soltero,Sí,Femenino,22,No,No,Sí,No,No,8.9,1.4,3.51,Gestión,Diurno,Educación secundaria,0,5,8,0.0,0.0,0,0,5,7,0.0,0.0,0,Matriculado
Soltero,Sí,Femenino,19,No,No,No,Sí,Sí,12.4,0.5,1.79,Servicio Social,Diurno,Educación secundaria,0,6,7,6.0,2.8,0,0,6,6,6.0,2.9,0,Graduado
Soltero,Sí,Femenino,19,No,No,No,Sí,Sí,15.5,2.8,-4.06,Enfermería,Diurno,Educación secundaria,0,7,10,7.0,3.4,0,0,8,11,8.0,3.1,0,Graduado
Soltero,Sí,Femenino,19,No,No,No,Sí,Sí,9.4,-0.8,-3.12,Educación Básica,Diurno,Educación secundaria,0,6,10,5.0,3.0,0,0,6,9,5.0,2.7,0,Graduado
Soltero,Sí,Femenino,19,No,No,No,Sí,No,7.6,2.6,0.32,Turismo,Diurno,Educación secundaria,0,5,10,0.0,0.0,0,0,5,10,0.0,0.0,0,Desertor
Soltero,Sí,Femenino,20,No,No,No,Sí,No,7.6,2.6,0.32,Turismo,Diurno,Educación secundaria,0,6,8,5.0,2.8,0,0,6,12,3.0,2.9,0,Desertor
Soltero,No,Femenino,18,No,No,No,Sí,No,13.9,-0.3,0.79,Gestión,Diurno,Educación secundaria,0,5,10,5.0,3.3,0,0,5,9,5.0,3.5,0,Graduado
Soltero,No,Femenino,20,No,No,No,Sí,Sí,11.1,0.6,2.02,Enfermería,Diurno,Educación secundaria,0,7,8,6.0,3.5,0,0,8,9,7.0,3.5,0,Graduado
Soltero,Sí,Femenino,18,No,No,No,Sí,No,9.4,-0.8,-3.12,Animación y Diseño Multimedia,Diurno,Educación secundaria,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,Matriculado
Soltero,No,Femenino,19,No,No,No,Sí,No,7.6,2.6,0.32,Enfermería Veterinaria,Diurno,Educación secundaria,0,5,6,5.0,3.1,0,0,5,6,5.0,3.4,0,Graduado
Soltero,Sí,Femenino,18,No,No,No,Sí,No,9.4,-0.8,-3.12,Educación Básica,Diurno,Educación secundaria,0,6,11,3.0,3.1,0,0,6,10,5.0,2.7,0,Matriculado
Soltero,Sí,Femenino,18,No,No,No,Sí,No,7.6,2.6,0.32,Educación Básica,Diurno,Educación secundaria,0,6,7,6.0,3.3,0,0,6,8,5.0,3.0,0,Graduado
Soltero,Sí,Femenino,21,No,No,No,Sí,No,9.4,-0.8,-3.12,Educación Básica,Diurno,Educación secundaria,0,6,10,3.0,3.2,0,0,6,12,3.0,2.5,0,Desertor
Soltero,No,Femenino,19,No,No,No,Sí,No,7.6,2.6,0.32,Educación Básica,Diurno,Educación secundaria,0,6,8,6.0,3.0,0,0,6,10,4.0,2.9,0,Desertor
Soltero,No,Femenino,18,No,No,No,Sí,Sí,12.4,0.5,1.79,Gestión,Diurno,Educación secundaria,0,5,5,5.0,2.6,0,0,5,5,5.0,3.0,0,Graduado
Soltero,Sí,Femenino,18,No,No,No,Sí,Sí,12.7,3.7,-1.7,Servicio Social,Diurno,Educación secundaria,0,6,8,6.0,3.1,0,0,6,7,6.0,3.0,0,Graduado
Soltero,Sí,Femenino,20,No,No,No,Sí,No,9.4,-0.8,-3.12,Servicio Social,Diurno,Educación secundaria,0,6,10,4.0,2.8,0,0,6,9,6.0,3.0,0,Graduado
Soltero,No,Femenino,24,No,No,No,Sí,Sí,11.1,0.6,2.02,Servicio Social (nocturno),Nocturno,Educación secundaria,0,6,11,5.0,2.8,0,0,6,9,5.0,3.2,0,Graduado
Soltero,No,Femenino,19,No,No,No,Sí,No,10.8,1.4,1.74,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,6,6,6.0,3.3,0,0,6,9,6.0,3.2,0,Desertor
Soltero,Sí,Femenino,18,No,No,No,Sí,Sí,15.5,2.8,-4.06,Enfermería,Diurno,Educación secundaria,0,7,9,7.0,3.2,0,0,8,12,7.0,3.2,0,Graduado
Soltero,Sí,Femenino,18,No,No,No,Sí,No,15.5,2.8,-4.06,Enfermería,Diurno,Educación secundaria,0,7,8,7.0,3.7,0,0,8,8,8.0,3.8,0,Graduado
Soltero,Sí,Femenino,21,No,No,No,Sí,No,10.8,1.4,1.74,Educación Básica,Diurno,Educación secundaria,0,6,13,4.0,2.9,0,0,6,10,3.0,2.8,0,Desertor
Soltero,No,Femenino,19,No,No,No,Sí,No,7.6,2.6,0.32,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,5,5,5.0,3.6,0,0,5,5,5.0,3.6,0,Graduado
Soltero,No,Femenino,19,No,No,No,Sí,Sí,15.5,2.8,-4.06,Periodismo y Comunicación,Diurno,Educación secundaria,0,6,6,6.0,3.1,0,0,6,7,6.0,3.2,0,Graduado
Viudo,No,Femenino,47,No,No,Sí,Sí,No,8.9,1.4,3.51,Agronomía,Diurno,Educación secundaria,0,1,1,0.0,0.0,0,0,6,0,0.0,0.0,0,Matriculado
Soltero,No,Femenino,19,No,No,No,Sí,No,13.9,-0.3,0.79,Servicio Social,Diurno,Educación secundaria,0,6,10,5.0,2.9,0,0,6,12,4.0,2.8,0,Graduado
Soltero,No,Femenino,29,No,No,No,Sí,No,12.7,3.7,-1.7,Enfermería,Diurno,Educación superior - licenciatura,1,8,8,7.0,3.6,0,1,8,8,7.0,3.6,0,Graduado
Soltero,Sí,Femenino,21,No,No,No,Sí,No,16.2,0.3,-0.92,Servicio Social,Diurno,Educación secundaria,0,6,13,3.0,3.0,0,0,6,12,2.0,2.8,0,Desertor
Soltero,Sí,Femenino,28,No,No,No,Sí,No,12.7,3.7,-1.7,Enfermería Veterinaria,Diurno,Educación secundaria,0,5,13,4.0,2.8,1,0,5,11,4.0,2.6,0,Matriculado
Soltero,No,Femenino,20,No,No,No,Sí,No,15.5,2.8,-4.06,Odontología,Diurno,Educación secundaria,0,7,8,7.0,3.1,0,0,8,8,8.0,3.4,0,Graduado
Soltero,Sí,Femenino,19,No,No,No,Sí,No,7.6,2.6,0.32,Enfermería,Diurno,Educación secundaria,0,7,7,6.0,2.9,0,0,7,7,6.0,2.9,0,Graduado
Soltero,No,Femenino,26,No,No,No,Sí,No,9.4,-0.8,-3.12,Servicio Social (nocturno),Nocturno,Educación secundaria,0,6,10,3.0,2.9,0,0,6,8,5.0,3.0,0,Graduado
Soltero,Sí,Femenino,20,No,No,Sí,No,No,11.1,0.6,2.02,Turismo,Diurno,Educación secundaria,0,6,8,4.0,2.9,0,0,6,6,6.0,3.3,0,Desertor
Soltero,Sí,Femenino,18,No,No,No,Sí,Sí,7.6,2.6,0.32,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,5,6,3.0,2.9,0,0,5,6,4.0,3.4,0,Matriculado
Soltero,No,Femenino,27,No,No,No,Sí,No,7.6,2.6,0.32,Educación Básica,Diurno,Educación secundaria,0,6,9,5.0,3.3,0,0,6,10,5.0,3.0,0,Graduado
Soltero,Sí,Femenino,20,No,No,No,Sí,No,7.6,2.6,0.32,Enfermería,Diurno,Educación secundaria,0,7,8,4.0,3.0,0,0,7,8,4.0,3.0,0,Desertor
Soltero,Sí,Femenino,18,No,No,No,Sí,No,9.4,-0.8,-3.12,Educación Básica,Diurno,Educación secundaria,0,6,8,5.0,3.1,0,0,6,12,5.0,2.6,0,Desertor
Soltero,No,Femenino,33,No,No,No,Sí,No,16.2,0.3,-0.92,Enfermería,Diurno,Educación superior - licenciatura,2,7,8,6.0,3.6,0,3,8,10,6.0,3.6,0,Desertor
Soltero,Sí,Femenino,35,No,No,No,Sí,No,12.4,0.5,1.79,Educación Básica,Diurno,Educación secundaria,19,21,21,21.0,3.2,0,13,19,19,19.0,3.2,0,Graduado
Soltero,No,Femenino,26,No,No,No,Sí,Sí,9.4,-0.8,-3.12,Gestión (nocturno),Nocturno,Curso de especialización tecnológica,2,6,7,6.0,3.2,0,2,6,7,6.0,3.3,1,Matriculado
Soltero,No,Femenino,27,No,No,Sí,No,No,11.1,0.6,2.02,Periodismo y Comunicación,Diurno,Educación básica 3º ciclo (9º/10º/11º) o equivalente,0,6,6,5.0,3.0,0,0,6,6,0.0,0.0,0,Desertor
Soltero,Sí,Femenino,19,No,No,No,No,No,15.5,2.8,-4.06,Diseño de Comunicación,Diurno,Educación secundaria,0,6,6,6.0,3.0,0,0,6,6,0.0,0.0,0,Desertor
Soltero,No,Femenino,20,No,No,No,Sí,No,11.1,0.6,2.02,Turismo,Diurno,Educación secundaria,0,6,0,0.0,0.0,0,0,6,0,0.0,0.0,0,Desertor
Soltero,Sí,Femenino,20,No,No,Sí,No,No,10.8,1.4,1.74,Gestión,Diurno,Educación secundaria,0,5,9,3.0,2.5,0,0,5,9,3.0,2.6,0,Desertor
Soltero,No,Femenino,21,No,No,Sí,No,No,9.4,-0.8,-3.12,Servicio Social,Diurno,Educación secundaria,5,10,18,8.0,2.9,0,0,6,12,4.0,2.5,0,Matriculado
Soltero,Sí,Femenino,18,No,No,No,Sí,Sí,7.6,2.6,0.32,Enfermería,Diurno,Educación secundaria,0,7,7,6.0,3.3,0,0,7,7,6.0,3.3,0,Graduado
Soltero,Sí,Femenino,24,No,No,No,Sí,No,8.9,1.4,3.51,Enfermería Veterinaria,Diurno,Educación secundaria,0,6,10,2.0,2.8,0,0,6,6,0.0,0.0,0,Desertor
Soltero,Sí,Femenino,20,No,No,No,Sí,No,16.2,0.3,-0.92,Diseño de Comunicación,Diurno,Educación secundaria,0,6,7,6.0,2.9,0,0,6,6,6.0,3.0,0,Graduado
Soltero,No,Femenino,21,No,No,No,Sí,Sí,13.9,-0.3,0.79,Turismo,Diurno,Educación secundaria,0,6,7,6.0,3.0,0,0,6,6,6.0,3.1,0,Graduado
Soltero,No,Femenino,23,No,No,No,Sí,No,9.4,-0.8,-3.12,Servicio Social (nocturno),Nocturno,Educación secundaria,0,6,13,2.0,2.5,0,0,5,12,1.0,2.5,0,Matriculado
Soltero,Sí,Femenino,24,No,No,No,Sí,No,7.6,2.6,0.32,Gestión,Diurno,Educación secundaria,0,5,5,0.0,0.0,0,0,5,5,0.0,0.0,0,Desertor
Soltero,No,Femenino,21,No,No,No,Sí,No,12.4,0.5,1.79,Educación Básica,Diurno,Educación secundaria,0,6,0,0.0,0.0,0,0,6,0,0.0,0.0,0,Desertor
Soltero,Sí,Femenino,18,No,No,No,Sí,No,12.7,3.7,-1.7,Enfermería,Diurno,Educación secundaria,0,8,8,7.0,3.1,0,0,8,8,7.0,3.1,0,Graduado
Soltero,Sí,Femenino,27,No,No,No,Sí,No,8.9,1.4,3.51,Gestión (nocturno),Nocturno,Educación superior - licenciatura (1º ciclo),0,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,Desertor
Soltero,Sí,Femenino,18,No,No,No,Sí,No,9.4,-0.8,-3.12,Enfermería,Diurno,Educación secundaria,0,8,8,8.0,3.2,0,0,8,8,8.0,3.2,0,Graduado
Soltero,No,Femenino,35,No,No,No,Sí,No,13.9,-0.3,0.79,Ingeniería de Sistemas,Diurno,Educación superior - licenciatura,0,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,Desertor
Soltero,No,Femenino,18,No,No,No,Sí,No,11.1,0.6,2.02,Educación Básica,Diurno,Educación secundaria,0,7,9,7.0,3.1,0,0,7,8,7.0,3.6,0,Graduado
Soltero,No,Femenino,35,No,No,No,Sí,No,11.1,0.6,2.02,Enfermería,Diurno,Educación secundaria,0,3,4,3.0,3.0,0,0,3,3,3.0,2.8,0,Matriculado
Soltero,Sí,Femenino,19,No,No,No,Sí,No,10.8,1.4,1.74,Enfermería Veterinaria,Diurno,Educación secundaria,0,5,9,4.0,3.4,0,0,5,13,4.0,3.6,2,Graduado
Soltero,Sí,Femenino,20,No,No,No,Sí,No,7.6,2.6,0.32,Servicio Social,Diurno,Educación secundaria,0,6,8,6.0,2.8,0,0,6,6,6.0,2.8,0,Graduado
Soltero,Sí,Femenino,18,No,No,No,Sí,No,10.8,1.4,1.74,Enfermería,Diurno,Educación secundaria,0,8,8,7.0,3.1,0,0,8,8,7.0,3.1,0,Graduado
Soltero,No,Femenino,21,No,No,Sí,Sí,No,13.9,-0.3,0.79,Servicio Social,Diurno,Curso de especialización tecnológica,3,6,6,6.0,3.0,0,2,6,7,6.0,2.9,0,Graduado
Soltero,No,Femenino,18,No,No,No,Sí,Sí,16.2,0.3,-0.92,Servicio Social,Diurno,Educación secundaria,0,6,11,5.0,2.8,0,0,6,11,4.0,2.8,0,Graduado
Soltero,Sí,Femenino,18,No,No,No,Sí,No,7.6,2.6,0.32,Servicio Social,Diurno,Educación secundaria,0,6,9,4.0,2.8,0,0,6,9,4.0,2.7,0,Graduado
Soltero,Sí,Femenino,18,No,No,No,Sí,No,12.7,3.7,-1.7,Enfermería,Diurno,Educación secundaria,0,8,8,7.0,3.2,0,0,8,8,7.0,3.2,0,Graduado
Soltero,Sí,Femenino,18,No,No,No,Sí,Sí,16.2,0.3,-0.92,Periodismo y Comunicación,Diurno,Educación secundaria,0,6,6,6.0,3.5,0,0,6,6,6.0,3.5,0,Graduado
Soltero,Sí,Femenino,19,No,No,No,Sí,No,13.9,-0.3,0.79,Enfermería Veterinaria,Diurno,Educación secundaria,0,6,8,6.0,3.5,0,0,6,9,5.0,3.4,0,Graduado
Soltero,No,Femenino,36,No,No,No,Sí,Sí,16.2,0.3,-0.92,Turismo,Diurno,Educación básica 3º ciclo (9º/10º/11º) o equivalente,0,6,7,6.0,3.4,0,0,6,6,5.0,3.2,0,Desertor
Soltero,Sí,Femenino,18,No,No,No,Sí,Sí,12.7,3.7,-1.7,Enfermería,Diurno,Educación secundaria,0,8,8,7.0,3.2,0,0,8,8,7.0,3.2,0,Graduado
Soltero,No,Femenino,18,No,No,No,Sí,Sí,7.6,2.6,0.32,Enfermería,Diurno,Educación secundaria,0,7,7,6.0,3.2,0,0,7,7,6.0,3.2,0,Graduado
Soltero,Sí,Femenino,20,No,No,No,Sí,Sí,13.9,-0.3,0.79,Zootecnia,Diurno,Educación secundaria,0,6,8,6.0,3.9,0,0,6,8,6.0,4.0,0,Graduado
Soltero,No,Femenino,26,No,No,No,Sí,Sí,16.2,0.3,-0.92,Gestión (nocturno),Nocturno,Educación secundaria,0,5,7,0.0,0.0,0,0,5,8,0.0,0.0,0,Desertor
Soltero,No,Femenino,21,No,No,No,Sí,No,7.6,2.6,0.32,Periodismo y Comunicación,Diurno,Educación secundaria,0,6,8,6.0,2.9,0,0,6,7,6.0,3.0,0,Graduado
Soltero,No,Femenino,25,No,No,No,Sí,No,15.5,2.8,-4.06,Odontología,Diurno,Educación superior - licenciatura (1º ciclo),0,7,10,6.0,3.0,0,0,8,9,8.0,3.3,0,Matriculado
Soltero,Sí,Femenino,19,No,No,No,Sí,Sí,12.4,0.5,1.79,Gestión,Diurno,Educación secundaria,0,5,7,5.0,2.9,0,0,5,5,5.0,2.9,0,Graduado
Soltero,Sí,Femenino,24,No,No,No,Sí,No,9.4,-0.8,-3.12,Servicio Social (nocturno),Nocturno,Educación secundaria,0,6,11,1.0,2.5,0,0,6,6,0.0,0.0,6,Desertor
Soltero,No,Femenino,27,No,No,No,Sí,Sí,8.9,1.4,3.51,Servicio Social (nocturno),Nocturno,Educación secundaria,0,6,16,1.0,2.5,0,0,6,13,0.0,0.0,0,Desertor
Soltero,No,Femenino,21,No,No,No,Sí,No,7.6,2.6,0.32,Enfermería Veterinaria,Diurno,Educación secundaria,0,5,10,0.0,0.0,1,0,5,9,2.0,3.4,0,Desertor
Soltero,No,Femenino,18,No,No,No,Sí,Sí,9.4,-0.8,-3.12,Gestión,Diurno,Educación secundaria,0,5,7,4.0,3.2,0,0,5,8,3.0,3.1,0,Graduado
Casado,No,Femenino,19,No,Sí,No,Sí,Sí,10.8,1.4,1.74,Educación Básica,Diurno,Educación secundaria,0,6,6,6.0,3.3,0,0,6,6,6.0,3.6,0,Graduado
Soltero,Sí,Femenino,18,No,No,No,Sí,No,9.4,-0.8,-3.12,Turismo,Diurno,Educación secundaria,0,6,9,4.0,2.8,0,0,6,13,2.0,3.1,0,Desertor
Soltero,No,Femenino,19,No,No,No,Sí,Sí,11.1,0.6,2.02,Enfermería,Diurno,Educación secundaria,0,7,9,5.0,3.5,0,0,8,9,7.0,3.0,0,Graduado
Soltero,Sí,Femenino,19,No,No,No,Sí,Sí,16.2,0.3,-0.92,Enfermería,Diurno,Educación secundaria,0,7,8,6.0,3.4,0,0,8,9,7.0,3.7,0,Graduado
Casado,No,Femenino,33,No,No,No,Sí,No,11.1,0.6,2.02,Gestión (nocturno),Nocturno,Educación superior - mestrado (2º ciclo),2,6,7,6.0,3.8,0,0,5,5,5.0,4.0,0,Graduado
Casado,No,Femenino,45,No,No,No,Sí,No,12.4,0.5,1.79,Gestión,Diurno,Educación superior - licenciatura,0,5,6,5.0,2.8,0,0,5,5,5.0,3.4,0,Graduado
Soltero,No,Femenino,20,No,No,No,Sí,Sí,11.1,0.6,2.02,Servicio Social,Diurno,Educación secundaria,0,6,6,6.0,3.0,0,0,6,7,6.0,3.2,0,Graduado
Soltero,Sí,Femenino,28,No,No,No,Sí,No,7.6,2.6,0.32,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,5,5,0.0,0.0,0,0,5,5,0.0,0.0,0,Desertor
Soltero,Sí,Femenino,19,No,No,No,Sí,Sí,12.7,3.7,-1.7,Enfermería,Diurno,Educación secundaria,0,8,15,7.0,2.9,0,0,8,15,7.0,2.9,0,Graduado
Soltero,Sí,Femenino,18,No,No,No,Sí,No,12.7,3.7,-1.7,Turismo,Diurno,Educación secundaria,0,6,10,6.0,3.2,0,0,6,6,3.0,3.2,0,Graduado
Soltero,No,Femenino,38,No,No,No,Sí,No,15.5,2.8,-4.06,Turismo,Diurno,Educación superior - licenciatura,0,6,0,0.0,0.0,0,0,6,0,0.0,0.0,0,Desertor
Soltero,No,Femenino,19,No,No,No,Sí,No,9.4,-0.8,-3.12,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,5,5,5.0,3.2,0,0,5,5,5.0,3.3,0,Graduado
Soltero,No,Femenino,21,No,No,No,Sí,Sí,15.5,2.8,-4.06,Turismo,Diurno,Educación secundaria,0,6,9,5.0,2.8,0,0,6,8,5.0,3.0,0,Graduado
Soltero,No,Femenino,21,No,No,No,Sí,No,16.2,0.3,-0.92,Gestión,Diurno,Educación secundaria,0,5,12,3.0,3.0,0,0,5,12,1.0,3.8,3,Desertor
Soltero,No,Femenino,22,No,No,No,Sí,Sí,10.8,1.4,1.74,Servicio Social,Diurno,Educación secundaria,0,6,6,5.0,3.2,0,0,6,6,6.0,3.2,0,Graduado
Soltero,No,Femenino,18,No,No,No,Sí,Sí,9.4,-0.8,-3.12,Educación Básica,Diurno,Educación secundaria,0,6,8,5.0,3.4,0,0,6,7,6.0,3.3,0,Graduado
Soltero,No,Femenino,18,No,Sí,No,Sí,Sí,15.5,2.8,-4.06,Servicio Social,Diurno,Educación secundaria,0,6,9,6.0,2.8,0,0,6,9,6.0,2.9,0,Graduado
Soltero,Sí,Femenino,25,No,No,No,No,No,9.4,-0.8,-3.12,Zootecnia,Diurno,Educación secundaria,0,5,14,4.0,3.4,2,0,5,10,4.0,3.6,0,Desertor
Soltero,No,Femenino,24,No,No,Sí,No,No,16.2,0.3,-0.92,Enfermería Veterinaria,Diurno,Educación básica 3º ciclo (9º/10º/11º) o equivalente,2,6,11,3.0,2.9,0,1,6,14,3.0,2.6,0,Desertor
Soltero,Sí,Femenino,19,No,No,No,Sí,No,12.4,0.5,1.79,Enfermería,Diurno,Educación secundaria,0,7,10,6.0,3.1,0,0,7,8,7.0,2.9,0,Matriculado
Soltero,Sí,Femenino,24,No,No,No,Sí,No,12.4,0.5,1.79,Animación y Diseño Multimedia,Diurno,Educación secundaria,11,17,19,11.0,3.2,0,9,13,15,9.0,3.4,0,Matriculado
Soltero,Sí,Femenino,20,No,No,No,Sí,Sí,12.4,0.5,1.79,Gestión,Diurno,Educación secundaria,0,5,5,5.0,2.9,0,0,5,5,5.0,3.4,0,Graduado
Soltero,No,Femenino,25,No,No,No,No,No,10.8,1.4,1.74,Gestión,Diurno,Educación secundaria,0,5,5,0.0,0.0,0,0,5,9,0.0,0.0,0,Desertor
Soltero,No,Femenino,20,No,No,No,Sí,Sí,8.9,1.4,3.51,Gestión,Diurno,Educación secundaria,5,10,13,9.0,3.2,0,4,10,12,10.0,3.1,0,Graduado
Soltero,No,Femenino,23,No,No,No,Sí,No,9.4,-0.8,-3.12,Enfermería,Diurno,Educación superior - licenciatura,0,8,8,8.0,3.3,0,0,8,8,8.0,3.3,0,Graduado
Soltero,Sí,Femenino,19,No,No,No,Sí,Sí,10.8,1.4,1.74,Enfermería,Diurno,Educación secundaria,0,8,8,7.0,3.3,0,0,8,8,7.0,3.3,0,Graduado
Soltero,No,Femenino,29,No,No,Sí,No,No,13.9,-0.3,0.79,Agronomía,Diurno,Curso de especialización tecnológica,0,6,13,3.0,3.2,0,0,6,8,3.0,2.8,0,Desertor
Soltero,Sí,Femenino,21,No,No,No,Sí,No,11.1,0.6,2.02,Turismo,Diurno,Educación secundaria,0,6,8,6.0,2.8,0,0,6,8,4.0,3.1,0,Graduado
Soltero,Sí,Femenino,18,No,No,No,Sí,Sí,11.1,0.6,2.02,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,6,10,6.0,3.3,0,0,6,13,5.0,3.5,0,Graduado
Soltero,Sí,Femenino,19,No,No,No,Sí,No,9.4,-0.8,-3.12,Diseño de Comunicación,Diurno,Educación secundaria,0,6,7,5.0,3.1,0,0,6,6,5.0,3.1,0,Matriculado
Soltero,Sí,Femenino,18,No,No,No,Sí,Sí,8.9,1.4,3.51,Periodismo y Comunicación,Diurno,Educación secundaria,0,6,6,6.0,3.8,0,0,6,6,6.0,3.2,0,Desertor
Soltero,No,Femenino,19,No,No,No,Sí,No,7.6,2.6,0.32,Enfermería Veterinaria,Diurno,Educación secundaria,0,5,6,5.0,3.6,0,0,5,6,5.0,3.2,0,Graduado
Soltero,Sí,Femenino,18,No,No,No,Sí,No,9.4,-0.8,-3.12,Periodismo y Comunicación,Diurno,Educación secundaria,0,6,12,1.0,2.8,0,0,6,12,0.0,0.0,0,Matriculado
Soltero,No,Femenino,18,No,No,No,Sí,No,8.9,1.4,3.51,Gestión,Diurno,Educación secundaria,0,5,8,5.0,3.1,0,0,5,6,5.0,2.7,0,Graduado
Casado,Sí,Femenino,37,No,No,Sí,No,Sí,8.9,1.4,3.51,Odontología,Diurno,Educación básica 3º ciclo (9º/10º/11º) o equivalente,0,7,13,1.0,4.0,0,0,7,12,0.0,0.0,0,Desertor
Soltero,No,Femenino,29,No,No,No,Sí,No,16.2,0.3,-0.92,Gestión (nocturno),Nocturno,Educación superior - licenciatura (1º ciclo),0,5,10,5.0,3.4,0,0,5,14,5.0,3.1,3,Graduado
Soltero,No,Femenino,18,No,No,No,Sí,No,7.6,2.6,0.32,Diseño de Comunicación,Diurno,Educación secundaria,0,6,6,6.0,3.0,0,0,6,6,6.0,3.1,0,Matriculado
Soltero,Sí,Femenino,19,No,No,No,Sí,Sí,12.4,0.5,1.79,Servicio Social,Diurno,Educación secundaria,0,6,8,5.0,2.9,0,0,6,9,5.0,3.2,0,Graduado
Soltero,Sí,Femenino,22,No,No,Sí,No,No,16.2,0.3,-0.92,Servicio Social,Diurno,Educación secundaria,6,10,16,6.0,3.0,0,2,7,8,2.0,3.2,0,Desertor
Soltero,No,Femenino,20,No,No,No,Sí,Sí,15.5,2.8,-4.06,Turismo,Diurno,Educación secundaria,0,6,8,6.0,2.8,0,0,6,10,5.0,2.6,0,Graduado
Soltero,No,Femenino,34,No,No,No,Sí,No,12.7,3.7,-1.7,Servicio Social (nocturno),Nocturno,Educación secundaria,0,6,0,0.0,0.0,0,0,6,0,0.0,0.0,0,Desertor
Soltero,No,Femenino,30,No,No,Sí,No,No,7.6,2.6,0.32,Ingeniería de Sistemas,Diurno,Educación secundaria,8,12,17,8.0,2.9,0,6,12,19,6.0,3.0,2,Desertor
Soltero,No,Femenino,18,No,No,No,Sí,No,10.8,1.4,1.74,Servicio Social,Diurno,Educación secundaria,0,6,7,6.0,3.5,0,0,6,7,6.0,3.5,0,Graduado
Soltero,No,Femenino,18,No,No,No,Sí,No,12.4,0.5,1.79,Servicio Social,Diurno,Educación secundaria,0,6,6,6.0,3.2,0,0,6,6,6.0,3.0,0,Graduado
Soltero,Sí,Femenino,18,No,No,No,Sí,No,9.4,-0.8,-3.12,Periodismo y Comunicación,Diurno,Educación secundaria,0,6,11,4.0,3.1,0,0,6,10,3.0,2.9,0,Graduado
Soltero,Sí,Femenino,18,No,No,No,Sí,No,12.7,3.7,-1.7,Enfermería,Diurno,Educación secundaria,0,8,8,7.0,3.7,0,0,8,8,7.0,3.7,0,Graduado
Soltero,Sí,Femenino,19,No,No,No,Sí,Sí,12.7,3.7,-1.7,Periodismo y Comunicación,Diurno,Educación secundaria,0,6,7,5.0,2.8,0,0,6,8,5.0,3.2,0,Graduado
Soltero,Sí,Femenino,19,No,No,No,Sí,Sí,10.8,1.4,1.74,Diseño de Comunicación,Diurno,Educación secundaria,0,6,6,6.0,3.2,0,0,6,8,6.0,3.1,0,Graduado
